3.698781067	3.01034688	3.635558934	3.981985431
3.698781067	3.01034688	0.926498625	3.981985431
3.698781067	3.01034688	6.344619242	3.981985431
3.698781067	0.383517142	0.926498625	3.981985431
1.140841187	-2.243312596	3.635558934	3.981985431
1.140841187	0.383517142	-1.782561683	3.981985431
3.698781067	0.383517142	0.926498625	3.981985431
1.140841187	3.01034688	0.926498625	3.981985431
3.698781067	0.383517142	0.926498625	3.981985431
-1.417098694	0.383517142	0.926498625	1.431065872
-1.417098694	-2.243312596	-1.782561683	-1.119853686
-1.417098694	-2.243312596	0.926498625	-1.119853686
-1.417098694	-2.243312596	-1.782561683	1.431065872
1.140841187	0.383517142	0.926498625	1.431065872
-1.417098694	0.383517142	-1.782561683	1.431065872
-1.417098694	-4.870142334	-1.782561683	-1.119853686
-3.975038574	-4.870142334	-4.491621991	-3.670773245
-1.417098694	-2.243312596	-1.782561683	-3.670773245
-1.417098694	-2.243312596	-1.782561683	-3.670773245
-1.417098694	0.383517142	-1.782561683	-1.119853686
-1.417098694	-2.243312596	-1.782561683	-1.119853686
-1.417098694	-2.243312596	-4.491621991	-3.670773245
-1.417098694	-2.243312596	-1.782561683	-6.221692803
-1.417098694	-2.243312596	-1.782561683	-6.221692803
-1.417098694	0.383517142	0.926498625	-3.670773245
-1.417098694	-2.243312596	-1.782561683	-1.119853686
-1.417098694	-2.243312596	-1.782561683	-1.119853686
-1.417098694	-4.870142334	-4.491621991	-3.670773245
-1.417098694	-2.243312596	-4.491621991	-3.670773245
-1.417098694	-2.243312596	-4.491621991	-3.670773245
1.140841187	-2.243312596	-1.782561683	-3.670773245
1.140841187	-2.243312596	-7.200682299	-3.670773245
1.140841187	-2.243312596	-4.491621991	-3.670773245
-1.417098694	-2.243312596	-7.200682299	-3.670773245
1.140841187	-4.870142334	-7.200682299	-6.221692803
1.140841187	-2.243312596	-7.200682299	-3.670773245
1.140841187	-4.870142334	-4.491621991	-3.670773245
-1.417098694	-4.870142334	-4.491621991	-1.119853686
1.140841187	-4.870142334	-9.909742607	-3.670773245
-1.417098694	-7.496972072	-7.200682299	-3.670773245
-1.417098694	-4.870142334	-7.200682299	-3.670773245
1.140841187	-4.870142334	-7.200682299	-3.670773245
1.140841187	-2.243312596	-7.200682299	-3.670773245
1.140841187	-7.496972072	-7.200682299	-1.119853686
-1.417098694	-7.496972072	-9.909742607	-1.119853686
-1.417098694	-7.496972072	-9.909742607	-3.670773245
-3.975038574	-7.496972072	-7.200682299	-3.670773245
-1.417098694	-7.496972072	-9.909742607	-3.670773245
1.140841187	-4.870142334	-4.491621991	-3.670773245
-1.417098694	-4.870142334	-9.909742607	-3.670773245
-3.975038574	-10.12380181	-4.491621991	-3.670773245
-1.417098694	-10.12380181	-9.909742607	-3.670773245
-1.417098694	-7.496972072	-4.491621991	-6.221692803
1.140841187	-4.870142334	-7.200682299	-3.670773245
1.140841187	-4.870142334	-4.491621991	-3.670773245
-1.417098694	-4.870142334	-4.491621991	-1.119853686
-1.417098694	-7.496972072	-4.491621991	-3.670773245
-3.975038574	-7.496972072	-4.491621991	-1.119853686
-1.417098694	-4.870142334	-4.491621991	-3.670773245
1.140841187	-2.243312596	-1.782561683	-1.119853686
-1.417098694	-2.243312596	-1.782561683	-3.670773245
-1.417098694	-2.243312596	-1.782561683	-1.119853686
-1.417098694	-4.870142334	-4.491621991	-3.670773245
-1.417098694	-7.496972072	-1.782561683	-3.670773245
-1.417098694	-4.870142334	-4.491621991	-1.119853686
1.140841187	-2.243312596	0.926498625	-1.119853686
1.140841187	-2.243312596	-1.782561683	1.431065872
-1.417098694	-2.243312596	-1.782561683	-1.119853686
-1.417098694	-2.243312596	-1.782561683	1.431065872
