1.780326157	0.246921995	-0.449704011	1.03822426
-5.893493484	-2.379907743	2.259356297	-1.512695298
-0.777613724	-2.379907743	-0.449704011	3.589143819
-0.777613724	2.873751733	2.259356297	-1.512695298
6.896205917	2.873751733	-0.449704011	-1.512695298
1.780326157	2.873751733	2.259356297	1.03822426
1.780326157	0.246921995	4.968416605	1.03822426
-3.335553604	-5.006737481	-0.449704011	3.589143819
-5.893493484	-5.006737481	-0.449704011	-1.512695298
1.780326157	-5.006737481	-3.158764319	-4.063614857
-0.777613724	0.246921995	2.259356297	-4.063614857
1.780326157	-2.379907743	-5.867824627	-1.512695298
-3.335553604	0.246921995	-0.449704011	-4.063614857
-0.777613724	0.246921995	-5.867824627	-1.512695298
-5.893493484	-2.379907743	-0.449704011	-1.512695298
-0.777613724	-5.006737481	-5.867824627	1.03822426
-0.777613724	-5.006737481	2.259356297	-1.512695298
-0.777613724	-2.379907743	-5.867824627	-1.512695298
1.780326157	-5.006737481	-0.449704011	-1.512695298
-3.335553604	0.246921995	-5.867824627	1.03822426
-0.777613724	0.246921995	2.259356297	-1.512695298
-0.777613724	2.873751733	-3.158764319	-1.512695298
4.338266037	0.246921995	2.259356297	1.03822426
4.338266037	-2.379907743	-5.867824627	-1.512695298
-3.335553604	-2.379907743	2.259356297	-1.512695298
-3.335553604	-7.633567219	-3.158764319	-1.512695298
-5.893493484	-7.633567219	2.259356297	1.03822426
-3.335553604	-7.633567219	-5.867824627	1.03822426
-3.335553604	-2.379907743	-0.449704011	1.03822426
-0.777613724	-2.379907743	-5.867824627	-1.512695298
1.780326157	-2.379907743	-0.449704011	-1.512695298
-0.777613724	-2.379907743	-5.867824627	-6.614534415
4.338266037	-2.379907743	-0.449704011	-1.512695298
-3.335553604	-5.006737481	-5.867824627	-1.512695298
-0.777613724	-7.633567219	-0.449704011	1.03822426
-5.893493484	-5.006737481	-5.867824627	-1.512695298
-3.335553604	-2.379907743	2.259356297	1.03822426
-0.777613724	0.246921995	-3.158764319	-1.512695298
1.780326157	5.500581472	-0.449704011	3.589143819
6.896205917	5.500581472	-0.449704011	3.589143819
-0.777613724	2.873751733	2.259356297	3.589143819
1.780326157	0.246921995	-0.449704011	-1.512695298
1.780326157	2.873751733	2.259356297	-1.512695298
4.338266037	8.12741121	2.259356297	-1.512695298
6.896205917	5.500581472	2.259356297	6.140063378
-0.777613724	2.873751733	4.968416605	6.140063378
-5.893493484	-2.379907743	2.259356297	6.140063378
-3.335553604	0.246921995	4.968416605	6.140063378
1.780326157	2.873751733	2.259356297	1.03822426
4.338266037	5.500581472	4.968416605	1.03822426
1.780326157	8.12741121	2.259356297	3.589143819
-0.777613724	0.246921995	2.259356297	1.03822426
-3.335553604	0.246921995	2.259356297	-1.512695298
